Line1,Station1,Station2,3
Line2,Station1,Station3,4
Line3,Station1,Station4,9
Line4,Station1,Station5,4
Line5,Station1,Station6,2
Line6,Station1,Station7,5
Line7,Station1,Station8,9
Line8,Station1,Station9,7
Line9,Station1,Station10,4
Line10,Station2,Station3,5
Line1,Station2,Station4,3
Line2,Station2,Station5,1
Line3,Station2,Station6,7
Line4,Station2,Station7,3
Line5,Station2,Station8,1
Line6,Station2,Station9,9
Line7,Station2,Station10,1
Line8,Station3,Station4,3
Line9,Station3,Station5,3
Line10,Station3,Station6,5
Line1,Station3,Station7,3
Line2,Station3,Station8,5
Line3,Station3,Station9,5
Line4,Station3,Station10,6
Line5,Station4,Station5,2
Line6,Station4,Station6,4
Line7,Station4,Station7,5
Line8,Station4,Station8,7
Line9,Station4,Station9,7
Line10,Station4,Station10,2
Line1,Station5,Station6,3
Line2,Station5,Station7,1
Line3,Station5,Station8,7
Line4,Station5,Station9,7
Line5,Station5,Station10,2
Line6,Station6,Station7,2
Line7,Station6,Station8,3
Line8,Station6,Station9,8
Line9,Station6,Station10,7
Line10,Station7,Station8,5
Line1,Station7,Station9,3
Line2,Station7,Station10,7
Line3,Station8,Station9,2
Line4,Station8,Station10,4
Line5,Station9,Station10,6
