Line1,Station1,Station2,4
Line2,Station1,Station3,9
Line3,Station1,Station4,4
Line4,Station1,Station5,8
Line5,Station1,Station6,2
Line6,Station1,Station7,3
Line7,Station1,Station8,6
Line8,Station1,Station9,8
Line9,Station1,Station10,5
Line10,Station1,Station11,2
Line11,Station1,Station12,7
Line12,Station1,Station13,2
Line13,Station1,Station14,7
Line14,Station1,Station15,2
Line15,Station1,Station16,8
Line16,Station1,Station17,4
Line17,Station1,Station18,6
Line18,Station1,Station19,7
Line19,Station1,Station20,5
Line20,Station1,Station21,6
Line21,Station1,Station22,2
Line22,Station1,Station23,4
Line23,Station1,Station24,8
Line24,Station1,Station25,9
Line25,Station1,Station26,5
Line26,Station1,Station27,3
Line27,Station1,Station28,2
Line28,Station1,Station29,6
Line29,Station1,Station30,9
Line30,Station1,Station31,3
Line31,Station1,Station32,5
Line32,Station1,Station33,2
Line33,Station1,Station34,8
Line34,Station1,Station35,5
Line35,Station1,Station36,8
Line36,Station1,Station37,9
Line37,Station1,Station38,8
Line38,Station1,Station39,5
Line39,Station1,Station40,1
Line40,Station1,Station41,6
Line41,Station1,Station42,7
Line42,Station1,Station43,9
Line43,Station1,Station44,2
Line44,Station1,Station45,9
Line45,Station1,Station46,1
Line46,Station1,Station47,7
Line47,Station1,Station48,9
Line48,Station1,Station49,7
Line49,Station1,Station50,7
Line50,Station1,Station51,7
Line51,Station1,Station52,2
Line52,Station1,Station53,9
Line53,Station1,Station54,5
Line54,Station1,Station55,2
Line55,Station1,Station56,5
Line56,Station1,Station57,8
Line57,Station1,Station58,4
Line58,Station1,Station59,9
Line59,Station1,Station60,3
Line60,Station1,Station61,1
Line61,Station1,Station62,7
Line62,Station1,Station63,8
Line63,Station1,Station64,5
Line64,Station1,Station65,8
Line65,Station1,Station66,7
Line66,Station1,Station67,4
Line67,Station1,Station68,1
Line68,Station1,Station69,6
Line69,Station1,Station70,8
Line70,Station1,Station71,7
Line71,Station1,Station72,4
Line72,Station1,Station73,4
Line73,Station1,Station74,2
Line74,Station1,Station75,2
Line75,Station1,Station76,4
Line76,Station1,Station77,6
Line77,Station1,Station78,2
Line78,Station1,Station79,2
Line79,Station1,Station80,7
Line80,Station1,Station81,2
Line81,Station1,Station82,5
Line82,Station1,Station83,5
Line83,Station1,Station84,5
Line84,Station1,Station85,7
Line85,Station1,Station86,2
Line86,Station1,Station87,6
Line87,Station1,Station88,5
Line88,Station1,Station89,3
Line89,Station1,Station90,6
Line90,Station1,Station91,4
Line91,Station1,Station92,6
Line92,Station1,Station93,2
Line93,Station1,Station94,8
Line94,Station1,Station95,2
Line95,Station1,Station96,5
Line96,Station1,Station97,5
Line97,Station1,Station98,6
Line98,Station1,Station99,1
Line99,Station1,Station100,9
Line100,Station1,Station101,5
Line101,Station1,Station102,4
Line102,Station1,Station103,9
Line103,Station1,Station104,9
Line104,Station1,Station105,3
Line105,Station1,Station106,2
Line106,Station1,Station107,6
Line107,Station1,Station108,4
Line108,Station1,Station109,8
Line109,Station1,Station110,1
Line110,Station1,Station111,6
Line111,Station1,Station112,7
Line112,Station1,Station113,2
Line113,Station1,Station114,1
Line114,Station1,Station115,9
Line115,Station1,Station116,2
Line116,Station1,Station117,9
Line117,Station1,Station118,7
Line118,Station1,Station119,1
Line119,Station1,Station120,7
Line120,Station1,Station121,4
Line121,Station1,Station122,6
Line122,Station1,Station123,5
Line123,Station1,Station124,1
Line124,Station1,Station125,2
Line125,Station1,Station126,3
Line126,Station1,Station127,3
Line127,Station1,Station128,7
Line128,Station1,Station129,1
Line129,Station1,Station130,1
Line130,Station1,Station131,3
Line131,Station1,Station132,9
Line132,Station1,Station133,4
Line133,Station1,Station134,9
Line134,Station1,Station135,4
Line135,Station1,Station136,9
Line136,Station1,Station137,9
Line137,Station1,Station138,9
Line138,Station1,Station139,3
Line139,Station1,Station140,2
Line140,Station1,Station141,9
Line141,Station1,Station142,5
Line142,Station1,Station143,3
Line143,Station1,Station144,1
Line144,Station1,Station145,8
Line145,Station1,Station146,7
Line146,Station1,Station147,4
Line147,Station1,Station148,4
Line148,Station1,Station149,4
Line149,Station1,Station150,2
Line150,Station1,Station151,6
Line151,Station1,Station152,7
Line152,Station1,Station153,4
Line153,Station1,Station154,4
Line154,Station1,Station155,3
Line155,Station1,Station156,4
Line156,Station1,Station157,8
Line157,Station1,Station158,6
Line158,Station1,Station159,8
Line159,Station1,Station160,7
Line160,Station1,Station161,1
Line161,Station1,Station162,7
Line162,Station1,Station163,1
Line163,Station1,Station164,8
Line164,Station1,Station165,7
Line165,Station1,Station166,6
Line166,Station1,Station167,6
Line167,Station1,Station168,8
Line168,Station1,Station169,8
Line169,Station1,Station170,3
Line170,Station1,Station171,7
Line171,Station1,Station172,2
Line172,Station1,Station173,9
Line173,Station1,Station174,1
Line174,Station1,Station175,2
Line175,Station1,Station176,6
Line176,Station1,Station177,8
Line177,Station1,Station178,8
Line178,Station1,Station179,9
Line179,Station1,Station180,4
Line180,Station1,Station181,7
Line181,Station1,Station182,4
Line182,Station1,Station183,2
Line183,Station1,Station184,5
Line184,Station1,Station185,9
Line185,Station1,Station186,8
Line186,Station1,Station187,5
Line187,Station1,Station188,5
Line188,Station1,Station189,3
Line189,Station1,Station190,4
Line190,Station1,Station191,8
Line191,Station1,Station192,3
Line192,Station1,Station193,1
Line193,Station1,Station194,7
Line194,Station1,Station195,1
Line195,Station1,Station196,1
Line196,Station1,Station197,3
Line197,Station1,Station198,4
Line198,Station1,Station199,3
Line199,Station1,Station200,5
Line200,Station1,Station201,8
Line201,Station1,Station202,2
Line202,Station1,Station203,3
Line203,Station1,Station204,1
Line204,Station1,Station205,8
Line205,Station1,Station206,9
Line206,Station1,Station207,7
Line207,Station1,Station208,7
Line208,Station1,Station209,7
Line209,Station1,Station210,4
Line210,Station1,Station211,7
Line211,Station1,Station212,7
Line212,Station1,Station213,5
Line213,Station1,Station214,3
Line214,Station1,Station215,8
Line215,Station1,Station216,2
Line216,Station1,Station217,5
Line217,Station1,Station218,9
Line218,Station1,Station219,8
Line219,Station1,Station220,3
Line220,Station1,Station221,5
Line221,Station1,Station222,9
Line222,Station1,Station223,3
Line223,Station1,Station224,4
Line224,Station1,Station225,8
Line225,Station1,Station226,9
Line226,Station1,Station227,5
Line227,Station1,Station228,4
Line228,Station1,Station229,4
Line229,Station1,Station230,9
Line230,Station1,Station231,5
Line231,Station1,Station232,5
Line232,Station1,Station233,7
Line233,Station1,Station234,1
Line234,Station1,Station235,4
Line235,Station1,Station236,9
Line236,Station1,Station237,6
Line237,Station1,Station238,8
Line238,Station1,Station239,2
Line239,Station1,Station240,2
Line240,Station1,Station241,4
Line241,Station1,Station242,1
Line242,Station1,Station243,5
Line243,Station1,Station244,3
Line244,Station1,Station245,5
Line245,Station1,Station246,1
Line246,Station1,Station247,1
Line247,Station1,Station248,5
Line248,Station1,Station249,2
Line249,Station1,Station250,9
Line250,Station1,Station251,9
Line251,Station1,Station252,1
Line252,Station1,Station253,7
Line253,Station1,Station254,1
Line254,Station1,Station255,9
Line255,Station1,Station256,5
Line256,Station1,Station257,9
Line257,Station1,Station258,7
Line258,Station1,Station259,4
Line259,Station1,Station260,8
Line260,Station1,Station261,7
Line261,Station1,Station262,1
Line262,Station1,Station263,2
Line263,Station1,Station264,3
Line264,Station1,Station265,3
Line265,Station1,Station266,9
Line266,Station1,Station267,9
Line267,Station1,Station268,9
Line268,Station1,Station269,6
Line269,Station1,Station270,4
Line270,Station2,Station3,6
Line1,Station2,Station4,6
Line2,Station2,Station5,5
Line3,Station2,Station6,1
Line4,Station2,Station7,6
Line5,Station2,Station8,3
Line6,Station2,Station9,2
Line7,Station2,Station10,7
Line8,Station2,Station11,2
Line9,Station2,Station12,8
Line10,Station2,Station13,8
Line11,Station2,Station14,6
Line12,Station2,Station15,7
Line13,Station2,Station16,1
Line14,Station2,Station17,1
Line15,Station2,Station18,3
Line16,Station2,Station19,5
Line17,Station2,Station20,2
Line18,Station2,Station21,7
Line19,Station2,Station22,7
Line20,Station2,Station23,7
Line21,Station2,Station24,8
Line22,Station2,Station25,6
Line23,Station2,Station26,2
Line24,Station2,Station27,9
Line25,Station2,Station28,7
Line26,Station2,Station29,9
Line27,Station2,Station30,8
Line28,Station2,Station31,1
Line29,Station2,Station32,6
Line30,Station2,Station33,4
Line31,Station2,Station34,9
Line32,Station2,Station35,1
Line33,Station2,Station36,3
Line34,Station2,Station37,4
Line35,Station2,Station38,9
Line36,Station2,Station39,4
Line37,Station2,Station40,7
Line38,Station2,Station41,2
Line39,Station2,Station42,5
Line40,Station2,Station43,2
Line41,Station2,Station44,5
Line42,Station2,Station45,7
Line43,Station2,Station46,7
Line44,Station2,Station47,3
Line45,Station2,Station48,4
Line46,Station2,Station49,9
Line47,Station2,Station50,2
Line48,Station2,Station51,9
Line49,Station2,Station52,5
Line50,Station2,Station53,9
Line51,Station2,Station54,3
Line52,Station2,Station55,3
Line53,Station2,Station56,7
Line54,Station2,Station57,1
Line55,Station2,Station58,8
Line56,Station2,Station59,3
Line57,Station2,Station60,5
Line58,Station2,Station61,3
Line59,Station2,Station62,4
Line60,Station2,Station63,5
Line61,Station2,Station64,2
Line62,Station2,Station65,2
Line63,Station2,Station66,8
Line64,Station2,Station67,6
Line65,Station2,Station68,9
Line66,Station2,Station69,7
Line67,Station2,Station70,3
Line68,Station2,Station71,5
Line69,Station2,Station72,3
Line70,Station2,Station73,7
Line71,Station2,Station74,4
Line72,Station2,Station75,6
Line73,Station2,Station76,3
Line74,Station2,Station77,2
Line75,Station2,Station78,2
Line76,Station2,Station79,4
Line77,Station2,Station80,3
Line78,Station2,Station81,6
Line79,Station2,Station82,9
Line80,Station2,Station83,1
Line81,Station2,Station84,6
Line82,Station2,Station85,4
Line83,Station2,Station86,7
Line84,Station2,Station87,9
Line85,Station2,Station88,1
Line86,Station2,Station89,8
Line87,Station2,Station90,1
Line88,Station2,Station91,9
Line89,Station2,Station92,8
Line90,Station2,Station93,3
Line91,Station2,Station94,1
Line92,Station2,Station95,5
Line93,Station2,Station96,2
Line94,Station2,Station97,1
Line95,Station2,Station98,4
Line96,Station2,Station99,2
Line97,Station2,Station100,1
Line98,Station2,Station101,2
Line99,Station2,Station102,2
Line100,Station2,Station103,4
Line101,Station2,Station104,7
